loss_step,acc_step,epoch,step,loss_epoch,acc_epoch
2.0931599140167236,0.40625,0,9,,
1.744890570640564,0.6171875,0,19,,
1.4773597717285156,0.71875,0,29,,
1.1639132499694824,0.734375,0,39,,
0.9536592960357666,0.8359375,0,49,,
0.7728460431098938,0.875,0,59,,
0.6406304240226746,0.875,0,69,,
0.545540452003479,0.8515625,0,79,,
0.5942714214324951,0.84375,0,89,,
0.4571424722671509,0.921875,0,99,,
0.5174111723899841,0.875,0,109,,
0.4413165748119354,0.890625,0,119,,
0.36706608533859253,0.90625,0,129,,
0.4706076383590698,0.875,0,139,,
0.33406326174736023,0.9453125,0,149,,
0.34619852900505066,0.8984375,0,159,,
0.38032642006874084,0.890625,0,169,,
0.3926326334476471,0.9140625,0,179,,
0.5069399476051331,0.859375,0,189,,
0.4996379315853119,0.859375,0,199,,
0.36924827098846436,0.90625,0,209,,
0.4294200837612152,0.859375,0,219,,
0.5088106393814087,0.8984375,0,229,,
0.2840080261230469,0.9375,0,239,,
0.3082907199859619,0.9140625,0,249,,
0.3305472731590271,0.8984375,0,259,,
0.3722064197063446,0.8828125,0,269,,
0.2706860899925232,0.9375,0,279,,
0.30445048213005066,0.9375,0,289,,
0.37692520022392273,0.875,0,299,,
0.3409090042114258,0.9140625,0,309,,
0.348942369222641,0.8984375,0,319,,
0.3074536621570587,0.9140625,0,329,,
0.25388771295547485,0.921875,0,339,,
0.32572636008262634,0.921875,0,349,,
0.27422720193862915,0.9140625,0,359,,
0.3323127329349518,0.875,0,369,,
0.22857354581356049,0.921875,0,379,,
0.2926061153411865,0.8984375,0,389,,
0.23104800283908844,0.9296875,0,399,,
0.27310556173324585,0.9375,0,409,,
0.38060253858566284,0.8984375,0,419,,
0.3072669804096222,0.8828125,0,429,,
0.34029924869537354,0.90625,0,439,,
0.30620190501213074,0.9140625,0,449,,
0.22104942798614502,0.9453125,0,459,,
,,0,468,0.5056893825531006,0.8707166910171509
0.24768945574760437,0.953125,1,469,,
0.32712557911872864,0.8984375,1,479,,
0.2060498297214508,0.9453125,1,489,,
0.30665966868400574,0.8984375,1,499,,
0.23036599159240723,0.90625,1,509,,
0.3046249747276306,0.8984375,1,519,,
0.3028685450553894,0.9140625,1,529,,
0.31447258591651917,0.8984375,1,539,,
0.37010765075683594,0.890625,1,549,,
0.4006470739841461,0.8828125,1,559,,
0.22307562828063965,0.953125,1,569,,
0.3320099115371704,0.890625,1,579,,
0.20091533660888672,0.9375,1,589,,
0.22443363070487976,0.8984375,1,599,,
0.19523781538009644,0.953125,1,609,,
0.28215673565864563,0.90625,1,619,,
0.22678962349891663,0.9453125,1,629,,
0.29335060715675354,0.8828125,1,639,,
0.3427322506904602,0.8828125,1,649,,
0.35285982489585876,0.90625,1,659,,
0.2304980605840683,0.9609375,1,669,,
0.23038965463638306,0.9296875,1,679,,
0.19028206169605255,0.9609375,1,689,,
0.25798168778419495,0.9375,1,699,,
0.26228076219558716,0.953125,1,709,,
0.33142009377479553,0.90625,1,719,,
0.18921834230422974,0.9375,1,729,,
0.21108070015907288,0.9375,1,739,,
0.335989773273468,0.921875,1,749,,
0.20341579616069794,0.9375,1,759,,
0.27538806200027466,0.9140625,1,769,,
0.1895814836025238,0.953125,1,779,,
0.1501762866973877,0.96875,1,789,,
0.2350882738828659,0.953125,1,799,,
0.11082547903060913,0.9921875,1,809,,
0.2728218734264374,0.9140625,1,819,,
0.1770230233669281,0.9296875,1,829,,
0.17797869443893433,0.9765625,1,839,,
0.16111813485622406,0.9609375,1,849,,
0.14159561693668365,0.9453125,1,859,,
0.2923469841480255,0.921875,1,869,,
0.20623603463172913,0.921875,1,879,,
0.37161755561828613,0.90625,1,889,,
0.21682801842689514,0.9453125,1,899,,
0.2101300209760666,0.953125,1,909,,
0.31307253241539,0.9453125,1,919,,
0.225844606757164,0.9296875,1,929,,
,,1,937,0.24015186727046967,0.9328833222389221
0.20698826014995575,0.9296875,2,939,,
0.26350411772727966,0.9375,2,949,,
0.10198165476322174,0.984375,2,959,,
0.2329372763633728,0.9453125,2,969,,
0.18925638496875763,0.9453125,2,979,,
0.206279918551445,0.953125,2,989,,
0.20326706767082214,0.921875,2,999,,
0.1856268048286438,0.9375,2,1009,,
0.14785204827785492,0.9609375,2,1019,,
0.2174760103225708,0.9375,2,1029,,
0.3533412218093872,0.875,2,1039,,
0.35852378606796265,0.90625,2,1049,,
0.10884908586740494,0.9609375,2,1059,,
0.17052102088928223,0.9453125,2,1069,,
0.21584388613700867,0.953125,2,1079,,
0.1381584107875824,0.96875,2,1089,,
0.2430761307477951,0.90625,2,1099,,
0.25156909227371216,0.921875,2,1109,,
0.10477016121149063,0.9609375,2,1119,,
0.24548865854740143,0.9453125,2,1129,,
0.26067590713500977,0.90625,2,1139,,
0.19188444316387177,0.9375,2,1149,,
0.180653378367424,0.953125,2,1159,,
0.09035932272672653,0.96875,2,1169,,
0.09099017828702927,0.9765625,2,1179,,
0.16134993731975555,0.9375,2,1189,,
0.23128926753997803,0.9140625,2,1199,,
0.24203941226005554,0.9375,2,1209,,
0.17981259524822235,0.9375,2,1219,,
0.1786983758211136,0.9453125,2,1229,,
0.14654605090618134,0.9453125,2,1239,,
0.19050230085849762,0.9375,2,1249,,
0.2427825629711151,0.9375,2,1259,,
0.16789129376411438,0.9296875,2,1269,,
0.20069997012615204,0.9375,2,1279,,
0.183267280459404,0.9453125,2,1289,,
0.14323429763317108,0.9609375,2,1299,,
0.2011156678199768,0.9453125,2,1309,,
0.1994326412677765,0.9453125,2,1319,,
0.11756806820631027,0.953125,2,1329,,
0.19543017446994781,0.9375,2,1339,,
0.13621221482753754,0.953125,2,1349,,
0.11689118295907974,0.9609375,2,1359,,
0.10396590083837509,0.9609375,2,1369,,
0.10227002948522568,0.96875,2,1379,,
0.1110341027379036,0.9609375,2,1389,,
0.2072165608406067,0.9453125,2,1399,,
,,2,1406,0.18711191415786743,0.9465333223342896
0.10008996725082397,0.96875,3,1409,,
0.07040971517562866,0.984375,3,1419,,
0.09255348891019821,0.984375,3,1429,,
0.11424632370471954,0.96875,3,1439,,
0.2635950446128845,0.9296875,3,1449,,
0.19309212267398834,0.953125,3,1459,,
0.15560021996498108,0.9375,3,1469,,
0.1310282200574875,0.9765625,3,1479,,
0.14105769991874695,0.96875,3,1489,,
0.09952111542224884,0.9765625,3,1499,,
0.1160692349076271,0.9609375,3,1509,,
0.135292649269104,0.953125,3,1519,,
0.11386139690876007,0.9609375,3,1529,,
0.11681675165891647,0.984375,3,1539,,
0.1237012967467308,0.984375,3,1549,,
0.13497447967529297,0.9453125,3,1559,,
0.20047618448734283,0.9453125,3,1569,,
0.10877663642168045,0.984375,3,1579,,
0.1480673998594284,0.9375,3,1589,,
0.1401185691356659,0.953125,3,1599,,
0.06568458676338196,0.9921875,3,1609,,
0.2526725232601166,0.953125,3,1619,,
0.12903964519500732,0.9453125,3,1629,,
0.09892450273036957,0.984375,3,1639,,
0.1411648541688919,0.9453125,3,1649,,
0.16403141617774963,0.9453125,3,1659,,
0.16120555996894836,0.9375,3,1669,,
0.1327502578496933,0.984375,3,1679,,
0.11465433984994888,0.9609375,3,1689,,
0.11126039922237396,0.96875,3,1699,,
0.1476697474718094,0.953125,3,1709,,
0.10069338977336884,0.9765625,3,1719,,
0.1487061083316803,0.9609375,3,1729,,
0.2186407744884491,0.9453125,3,1739,,
0.2297067940235138,0.953125,3,1749,,
0.1355597972869873,0.9453125,3,1759,,
0.15409302711486816,0.9453125,3,1769,,
0.08781328052282333,0.9765625,3,1779,,
0.117019884288311,0.9765625,3,1789,,
0.08900842070579529,0.953125,3,1799,,
0.12258274108171463,0.9609375,3,1809,,
0.12778277695178986,0.96875,3,1819,,
0.07497092336416245,0.984375,3,1829,,
0.1846446841955185,0.9375,3,1839,,
0.08386502414941788,0.96875,3,1849,,
0.12952329218387604,0.9609375,3,1859,,
0.12686587870121002,0.9609375,3,1869,,
,,3,1875,0.15232503414154053,0.9564999938011169
0.0982164517045021,0.9765625,4,1879,,
0.06835231930017471,0.9765625,4,1889,,
0.1733471304178238,0.953125,4,1899,,
0.17927038669586182,0.953125,4,1909,,
0.10935942083597183,0.9765625,4,1919,,
0.1360931247472763,0.9609375,4,1929,,
0.19057036936283112,0.9609375,4,1939,,
0.10563990473747253,0.9609375,4,1949,,
0.17209962010383606,0.953125,4,1959,,
0.20239508152008057,0.9375,4,1969,,
0.12275262922048569,0.9453125,4,1979,,
0.08871807157993317,0.9765625,4,1989,,
0.14684545993804932,0.96875,4,1999,,
0.1468961536884308,0.96875,4,2009,,
0.062170300632715225,0.9765625,4,2019,,
0.12042885273694992,0.96875,4,2029,,
0.1042209044098854,0.96875,4,2039,,
0.15200373530387878,0.9609375,4,2049,,
0.0953206792473793,0.9609375,4,2059,,
0.10308395326137543,0.96875,4,2069,,
0.09550829231739044,0.953125,4,2079,,
0.19221438467502594,0.9453125,4,2089,,
0.07973285764455795,0.9609375,4,2099,,
0.07966578751802444,0.96875,4,2109,,
0.14776572585105896,0.953125,4,2119,,
0.07459400594234467,0.9765625,4,2129,,
0.16920359432697296,0.9453125,4,2139,,
0.08954214304685593,0.96875,4,2149,,
0.14266856014728546,0.96875,4,2159,,
0.16001993417739868,0.953125,4,2169,,
0.13541625440120697,0.9453125,4,2179,,
0.203607439994812,0.953125,4,2189,,
0.08369002491235733,0.984375,4,2199,,
0.13055485486984253,0.9609375,4,2209,,
0.04659266024827957,0.984375,4,2219,,
0.12195692956447601,0.9609375,4,2229,,
0.16771821677684784,0.9453125,4,2239,,
0.1582258641719818,0.953125,4,2249,,
0.08593747764825821,0.96875,4,2259,,
0.10462009906768799,0.9609375,4,2269,,
0.07214491069316864,0.984375,4,2279,,
0.11880535632371902,0.9609375,4,2289,,
0.18324503302574158,0.9296875,4,2299,,
0.10123594105243683,0.96875,4,2309,,
0.17949974536895752,0.9609375,4,2319,,
0.15405312180519104,0.953125,4,2329,,
0.10737635940313339,0.9609375,4,2339,,
,,4,2344,0.12855172157287598,0.9626666903495789
